sku,name,unit,current_stock,reorder_threshold,supplier_name,lead_time_days,category,notes,unit_price
BB-10526,Organics Desi Ghee/Tuppa With Brahmi,unit,906.0,197.0,GrainCo Vijayawada,7,"Foodgrains, Oil & Masala","It is prepared as per ancient village traditions from ‘hand churned butter’, unlike most other dairy ghee that is processed directly from milk. Brahmi is a traditional herb known for enhancing memory, cognitive functions and learning skills, especially in children. Desi Ghee is handmade in small batches from the milk of native Indian cows. The difference is visible from the distinct aroma, taste, texture and colour. As per ayurvedic tradition, Brahmi ghee is believed to help in the development of the brain. Just one spoon of this ghee will entirely change the taste of the food you eat. It is ideal for being added to pulses, sweet dishes and vegetable curries, it is a must-have constituent in your kitchen. Use it with discretion as it contains Brahmi that is a natural brain enhancer.",470.0
BB-10534,Fragrance Body Spray For Men (1000 sprays) - Forever,unit,514.0,92.0,SoftTouch Hygiene,7,Beauty & Hygiene,"Soothing experience throughout the day, Consists of refreshing & Long lasting fragrance.  For Beauty tips, tricks & more visit https://SIRA.blog/",172.5
BB-10540,Deep Clean Brightening Foaming Cleanser,unit,658.0,106.0,DermaCare Solutions,7,Beauty & Hygiene,"Neutrogena Deep Clean Brightening Foaming Cleanser is an effective deep cleansing facial cleanser with 5 brightening powers which gives you a cleaner, fairer and more radiant skin with every wash.",310.0
BB-10545,"Body Bath Loofah/Sponge/Scrubber - Dual Sided, Hangable, BB1425, Cream",unit,495.0,82.0,Glamour Care Distributors,7,Beauty & Hygiene,"Improve your skin's blood circulation and eliminate the dead skin cells by using this cream loofah. The loofah is composed of slightly coarse fibres that exfoliate the skin, resulting in smooth and glowing skin.",99.0
BB-10546,Organic - Whole Wheat Multi Grain Atta/Godihittu,unit,3687.0,814.0,Spices of India,7,"Foodgrains, Oil & Masala","Organic Multi-Grain Atta has high protein content and helps keep your body healthy and active. It has abundant minerals that play a decisive role in improving the overall liveliness of the body. Whole grains or foods made from them contain all the essential parts and naturally-occurring nutrients of the entire grain seed in their original proportions. This definition means that 100% of the original kernel – all of the bran, germ, and endosperm – must be present to qualify as a whole grain. It develops digestive system and consists of iron. It is also used in the preparation of a variety of delicious snacks. It can be mixed with whole wheat flour to produce a variety of nutritious food items.",115.0
BB-10549,Acno Fight Pimple Clearing Gel,unit,4165.0,709.0,DermaCare Solutions,7,Beauty & Hygiene,Garnier Men Pimple Clearing Pen is an S.O.S pimple product that fights pimple-causing bacteria and has a lightweight gel formula.  Garnier Men is India's No. 1 Men's Face Wash Brand.,104.3
BB-10592,Sweet Bread,unit,137.0,67.0,DairyBest Krishna,7,"Bakery, Cakes & Dairy","Sweet bread is a the classic bread that is loved by all to make your mouth sweet and add to your breakfast some much needed carbohydrates and energy. You can have it with milk or butter. Ideal for school going children who can have it during recess time. It can be had by just about anyone for a healthy breakfast along with butter, ghee or milk and eggs.",40.0
BB-10600,Battery Operator Lady Shaver,unit,1096.0,188.0,CareWell Distributors,7,Beauty & Hygiene,"This Battery operator lady shaver is a specially designed trimmer guard lift and guides flat-lying hair, anti-slip grip - for comfort and control, durable foil shaver for comfortable and quick shaving results. Also, it has a bikini trimming attachment comb, cleaning brush and a beautiful bag.",3445.0
BB-10601,South African Rooibos Tea,unit,255.0,72.0,Chef's Basket Supplies,7,Gourmet & World Food,"Gaining global popularity as a delicious and healthy beverage, Rooibos is made from needle-like leaves and twigs of a plant native to South Africa. It’s a flavorful, caffeine-free alternative to black and green tea. Rooibos is praised for its richness in antioxidants and potential benefits to heart health and digestion. It is also known as bush tea, red tea or red bush tea and is commonly prepared in the same manner as black tea, and milk and sugar are added to taste. Other methods include a slice of lemon and using honey instead of sugar to sweeten.",324.35
BB-10628,"Sitishield Cambridge N95 Mask – Extra Large, Black",unit,190.0,265.0,Glamour Care Distributors,7,Beauty & Hygiene,"This mask helps everyone get outside and enjoy life without having to worry about the air they breathe or the way they look. To complement the powerful PRO masks, the Basic range is created to allow even more people to gain access to clean air. It uses a unique lab-tested British Military Filtration Technology that filters almost 100% of pollution, gases, and bacteria and germs. It is ideal for people at risk of respiratory diseases. It gives protection against harmful gases, odours, all PM; PM2.5, PM0.3, pollen, smoke, allergens and pathogens. It is the most trusted reusable anti-pollution mask in the world now available with adjustable straps.",639.2
BB-10647,Head To Toe 3-in-1 Wash For Men - Fresh Burst,unit,1518.0,258.0,SoftTouch Hygiene,7,Beauty & Hygiene,"Cinthol Head to Toe wash - an all-in-one cleansing solution for active men is enriched with Argan oil. It can be used as a Shampoo, Face wash and Body wash. It strengthens hair from the roots, leaving them soft and shiny. Ginseng root extract moisturises and makes skin soft, making it the ideal deep-cleansing solution for the skin and scalp. The Active Deo fragrance leaves you feeling fresh, all day long.",135.0
BB-10657,Chutney Mix,unit,0.0,45.0,GreenHarvest Produce,7,Fruits & Vegetables,"Chutney adds its own flavor to foods and many recipes like idli, dosa, chaat, samosa or tikki cannot be enjoyed without chutney. This pack contains ginger chopped 20gm, chilli chopped 20gm, mint chopped 30gm, onion diced 80gm._x000D__x000D_
Try out this recipe at home -  https://www.SIRA.com/flavors/collections/222/ready-to-cook-vegetable-pack-recipes/ 
 Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.",22.0
BB-10663,"100% Melamine Full Plate 10.5"" - Green",unit,4548.0,774.0,HandyHome Products,7,"Kitchen, Garden & Pets","Iveo Melamine products are made from 100% pure melamine which is 100% food-grade in nature. These are heat resistant, break-resistant, freezer safe, stain-resistant, colourfast & scratch resistant. These products can also be used in a microwave oven for the re-heating purpose only. These are stain-resistant products so there will be no food stain mark on it. These are also dishwasher safe.",149.0
BB-10712,"V5 Pen - Blue, Black & Red",unit,2159.0,462.0,SparkleClean Distributors,7,Cleaning & Household,"Att system ensuring an instant writing start everytime with visible ink cintroller for smooth writing performance, new water soluble ink , jumbo ink tank with viewing ""eye"".",150.0
BB-10713,Pizza Seasoning,unit,579.0,168.0,Exotic Ingredients Co.,7,Gourmet & World Food,"Italian herbs and spices come together to make this perfectly balanced, delectable seasoning. It is the perfect blend of herbs and spices to add some more flavour depth to that ""extra cheesy plain pizza"" or the ""every topping you've got pizza"" alike. It is the ideal blend for those looking to add more flavour to their pizza.",89.1
BB-10722,Self Care Foot Moisture Mask,unit,129.0,24.0,PureSkin Essentials,7,Beauty & Hygiene,"This self-care foot mask peeler will transform your rough, dry feet. With 13 kinds of vegetable extracts, Its Skin Self Care Foot moisture mask heals and soothes foot and gives enough moisture and hydration to skin. This convenient and easy to use sheet enables simple foot care. Say goodbye to dry, flaky feet and hello to soft, smooth and hydrated feet.",280.0
BB-10742,Gas Stove Cleaner - White BB 759,unit,1592.0,270.0,HomeEssentials India,7,"Kitchen, Garden & Pets","Cleaning of the gas stove can be a tedious task. To make things easier, here is a white brush cleaner with a scraping knife. The brush is Manufactured using high-quality plastic for bristles, and stainless steel for the scraping knife. The handle of the product offers superior grip and is comfortable to use. The brush is slim and effectively cleans narrow spaces and removes stubborn rust and grease from the burners.",190.0
BB-10752,Stroke Tall Juice & Water Glass/Tumbler,unit,544.0,88.0,Modern Kitchen Co.,7,"Kitchen, Garden & Pets",Hi luxe products are made of soda-lime glassware which is completely hygienic and safe to use. Dishwasher and refrigerator safe. Clear and durable glassware. Highly trusted by all foodservice professionals for the quality and durability of products. Heat and scratch-resistant product. Hi luxe can be used for serving cocktails and water. Not recommended for use in microwave. Package Contains: Set of 6.,995.0
BB-10761,Industrial Mop - Long,unit,415.0,86.0,HomeCare Solutions,7,Cleaning & Household,The Magix Industrial Mop Long is a mop made from Cotton yarn which enables it to have a high absorbency for water and is designed with a sleek look along with easy replicable refill. This product is made from high grade material which ensures long lasting life. Industrial mop with a super absorber cotton material,360.0
BB-10769,Roasted Peanuts - Spicy Masala,unit,680.0,201.0,SweetSource Regional,7,Snacks & Branded Foods,"Jabsons Roasted Peanuts Spicy Masala: Indian Penuts are Roasted in the age-old Hand Roasting Process of Gujarat, This process gives Natural Sweetness, True Roasted Flavour & Golden Brown Colour to the Peanuts.",70.0
BB-10770,"Giloy Juice - Supports Immunity, Energy & Digestion",unit,1070.0,313.0,Hydration Hub,7,Beverages,"Dr Vaidya’s Giloy Juice is a refreshing herbal beverage that gives you the goodness of Neem-grown giloy, an Ayurvedic climber that organically grows on Neem trees. Giloy is an excellent choice to support immunity, energy, and digestion. Botanically classified as Tinospora cordifolia, Guduchi or Giloy is highly regarded in Ayurveda for its medicinal benefits. In fact, it is also known as Amrita, in Sanskrit which translates to 'the root of immortality’. This powerful herb has a multitude of health benefits. It is a powerhouse of antioxidants that helps boost immunity. It relieves inflammation, eliminates toxins, improves digestion and provides a rich supply of antioxidants and other nutrients. It acts as a hypoglycemic agent and helps with managing blood sugar as well! Dr Vaidya’s Giloy Juice is ethically sourced and carefully picked, chosen, and processed from the tropical regions so that it’s of the highest quality. In keeping with our rich Ayurvedic tradition, the Giloy Juice is made exclusively with natural ingredients and does not contain any added sugar or artificial colours.",400.0
BB-10775,"Decorative Wax Rose Scented Candles - Bb-1259-1, Red",unit,1695.0,364.0,HygieneFirst Supplies,7,Cleaning & Household,Complement the feel of your place with these scented candles. These are rose pink in colour with rose flower texture and come in different sizes. They are made up of wax and come with a wick. They are great for decorating your house during joyous occasions and parties. They come in a set of 3.,349.0
